SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10
67,fa-en,ad,7,1.25246813417581,0.6756404739672605,0.009740986805904005,0.8683552035798517,nan,0.8570029026151297,1.200485432993018,nan,1.050515636115795,nan
68,fa-en,ad,7,0.21513179704302404,-2.0215914378847235,-1.6781156848991483,-1.1069371171298747,nan,-1.7152584282304282,-2.031860995836748,nan,-0.006575154299514077,nan
69,fa-en,ad,7,-0.03382892386884458,0.09766220714183528,0.39086991267478677,-0.6580070442413005,nan,0.23131771403107507,-1.0698531301136034,nan,0.1444378157598158,nan
70,fa-en,ad,7,-0.19980273781009034,0.09766220714183528,0.82644582795351,0.10517407966927561,nan,0.19655742577640536,-1.3776956471450097,nan,0.34578844250558893,nan
71,fa-en,ad,7,0.04915798310177829,0.5793107628296896,1.3164687326420734,-0.388649000508156,-0.5298335575748343,nan,1.008083859848389,nan,0.24511312913270236,nan
72,fa-en,ad,7,2.1653241108526617,0.8682998962424022,1.3164687326420734,0.8683552035798517,0.43922069262141894,nan,1.200485432993018,nan,0.8995026660564651,nan
73,fa-en,ad,7,0.38110561098426976,0.8682998962424022,1.2620217432322332,0.32963911611356267,0.31001345926191853,nan,1.0465641744773149,nan,0.8995026660564651,nan
74,fa-en,ad,7,0.1736383435577126,0.8682998962424022,0.6086578703141483,0.5092111452689924,0.76223877602017,nan,0.3539185111566507,nan,0.39612609919203223,nan
75,fa-en,ad,7,0.6300663318961384,0.8682998962424022,1.3164687326420734,0.8683552035798517,0.8268423926999202,nan,1.200485432993018,nan,1.050515636115795,nan
76,fa-en,ad,7,0.33961215749895834,-1.4757230747718222,-0.8069638543417019,-0.1641839640638689,0.11620260922266788,nan,-1.3776956471450097,nan,-0.8119776612826066,nan
77,fa-en,ad,7,0.588572878410827,0.547200859117166,0.22752894444526559,0.8683552035798517,-0.6590407909343347,nan,0.9696035452194632,nan,0.34578844250558893,nan
78,fa-en,ad,7,0.42259906446958123,0.8682998962424022,1.3164687326420734,0.8683552035798517,0.5684279259809194,nan,1.200485432993018,nan,0.8995026660564651,nan
79,fa-en,ad,7,1.0450008667492527,-1.5078329784843458,-0.4258349284728192,0.4194251306912775,0.43922069262141894,nan,0.3154381965277249,nan,-0.4092764077910604,nan
80,fa-en,ad,7,-0.36577655175133605,-1.5078329784843458,-0.7525168649318615,-0.7477930588190154,0.11620260922266788,nan,-0.4541680960507908,nan,-1.0636659447148231,nan
81,fa-en,ad,7,1.54292230857299,0.8682998962424022,0.8808928173633503,0.8234621962909943,0.6976351593404198,nan,1.200485432993018,nan,0.9498403227429083,nan
82,fa-en,ad,7,-0.03382892386884458,0.5150909554046423,-0.04470600260393639,0.5989971598467072,-0.013004624136832548,nan,1.008083859848389,nan,0.7484896959971352,nan
83,fa-en,ad,7,-0.44876345872195894,0.09766220714183528,-0.5891758967023404,-1.4211881681518765,0.051598992542917665,nan,-0.3772074667929392,nan,-0.056912810985957366,nan
84,fa-en,ad,7,-0.03382892386884458,0.1297721108543589,0.3364229232649464,0.10517407966927561,0.1808062259024181,nan,0.43087914041450226,nan,0.5974767259378053,nan
85,fa-en,ad,7,-0.24129619129540175,0.09766220714183528,-0.7525168649318615,0.23985310153584785,-0.013004624136832548,nan,0.3154381965277249,nan,-1.0636659447148231,nan
86,fa-en,ad,7,-0.1583092843247789,0.547200859117166,0.44531690208462715,-0.11929095677501148,0.5038243093011692,nan,0.43087914041450226,nan,0.29545078581914563,nan
87,fa-en,ad,7,-0.2827896447807132,-1.5399428821968695,-0.37138793906297873,-1.1069371171298747,0.3746170759416687,nan,-1.1852940740003808,nan,-0.9629906313419365,nan
88,fa-en,ad,7,0.1736383435577126,0.09766220714183528,0.49976389149446754,-1.1069371171298747,0.3746170759416687,nan,0.43087914041450226,nan,-0.5099517211639469,nan
89,fa-en,ad,7,-0.07532237735415602,-1.5078329784843458,-1.079198801390904,-1.0620441098410172,-0.5298335575748343,nan,-1.2237743886293064,nan,-1.5167048548928126,nan
90,fa-en,ad,7,2.1653241108526617,0.8682998962424022,1.0442337855928716,0.8683552035798517,0.2454098425821683,nan,0.8156822867037601,nan,0.39612609919203223,nan
91,fa-en,ad,7,1.3769484946317443,0.8682998962424022,1.3164687326420734,0.8683552035798517,0.1808062259024181,nan,1.200485432993018,nan,0.9498403227429083,nan
92,fa-en,ad,7,-0.2827896447807132,0.09766220714183528,-0.1535999814236172,0.8234621962909943,0.6330315426606695,nan,0.3154381965277249,nan,-0.5602893778503902,nan
93,fa-en,ad,7,0.1736383435577126,0.8682998962424022,0.6631048597239887,0.9132482108687091,0.76223877602017,nan,1.200485432993018,nan,-0.006575154299514077,nan
94,fa-en,ad,7,-0.49025691220727036,0.8682998962424022,-0.04470600260393639,0.8683552035798517,0.43922069262141894,nan,1.008083859848389,nan,0.34578844250558893,nan
95,fa-en,ad,7,-0.6977241796338276,-0.3518764448334954,0.009740986805904005,0.688783174424422,0.43922069262141894,nan,0.0845563087541702,nan,-0.3086010944181738,nan
96,fa-en,ad,7,-0.49025691220727036,0.09766220714183528,0.22752894444526559,0.4194251306912775,0.31001345926191853,nan,-0.22328620827723608,nan,-0.6609646912232768,nan
97,fa-en,ad,7,1.0035074132639412,0.9004097999549259,0.22752894444526559,0.46431813798013494,0.5038243093011692,nan,0.39239882578557644,nan,-0.3589387511046171,nan
98,fa-en,ad,7,-0.8222045400897618,-0.6087556745336844,-0.04470600260393639,0.5989971598467072,0.31001345926191853,nan,-0.3772074667929392,nan,-0.6609646912232768,nan
99,fa-en,ad,7,1.169481227205187,0.6114206665422133,0.7175518491338292,0.6438901671355646,0.11620260922266788,nan,0.7002413428169828,nan,-0.3086010944181738,nan
100,fa-en,ad,7,1.0450008667492527,0.8682998962424022,1.3164687326420734,0.8683552035798517,0.051598992542917665,nan,1.1620051183640923,nan,0.29545078581914563,nan
101,fa-en,ad,7,-0.24129619129540175,0.8682998962424022,-0.31694094965313835,0.688783174424422,0.5038243093011692,nan,1.0465641744773149,nan,0.09410015907337249,nan
102,fa-en,ad,7,0.6300663318961384,0.8682998962424022,0.7175518491338292,0.8683552035798517,0.1808062259024181,nan,1.1235248037351664,nan,0.7988273526835785,nan
103,fa-en,ad,7,0.1736383435577126,0.6435305702547368,0.6086578703141483,-0.07439794948615405,0.3746170759416687,nan,0.39239882578557644,nan,0.34578844250558893,nan
104,fa-en,ad,7,0.5055859714402041,0.9004097999549259,-0.09915299201377678,0.8234621962909943,0.11620260922266788,nan,-1.0313728154846775,nan,-0.006575154299514077,nan
105,fa-en,ad,7,0.38110561098426976,0.8682998962424022,0.9353398067731907,0.7785691890021369,0.2454098425821683,nan,1.200485432993018,nan,0.8995026660564651,nan
106,fa-en,ad,7,-1.0296718075163191,0.09766220714183528,0.49976389149446754,0.4194251306912775,-0.6590407909343347,nan,0.8156822867037601,nan,-0.2582634377317305,nan
107,fa-en,ad,7,-0.19980273781009034,-1.5078329784843458,-2.0047976213581906,0.015388065091560777,0.2454098425821683,nan,-1.0313728154846775,nan,-1.6173801682656992,nan
108,fa-en,ad,7,1.2939615876611215,0.8682998962424022,0.7175518491338292,0.9132482108687091,0.11620260922266788,nan,1.008083859848389,nan,-0.15758812435884392,nan
109,fa-en,ad,7,-0.1583092843247789,0.8682998962424022,1.3164687326420734,0.9132482108687091,0.11620260922266788,nan,0.8541626013326858,nan,0.1444378157598158,nan
110,fa-en,ad,7,-0.2827896447807132,-0.25554673369592457,0.22752894444526559,-0.07439794948615405,0.051598992542917665,nan,-0.1848058936483103,nan,-0.8119776612826066,nan
111,fa-en,ad,7,-0.24129619129540175,-1.5078329784843458,-1.1336457908007442,0.32963911611356267,0.1808062259024181,nan,-1.0698531301136034,nan,-0.15758812435884392,nan
112,fa-en,ad,7,2.1653241108526617,0.8682998962424022,1.3164687326420734,0.8683552035798517,0.11620260922266788,nan,1.200485432993018,nan,0.34578844250558893,nan
113,fa-en,ad,7,1.6674026690289243,0.09766220714183528,0.22752894444526559,-0.927365087974445,0.1808062259024181,nan,0.6232807135591312,nan,0.8491650093700218,nan
114,fa-en,ad,7,0.5470794249255155,0.8682998962424022,0.82644582795351,0.8234621962909943,0.31001345926191853,nan,0.9696035452194632,nan,0.8995026660564651,nan
115,fa-en,ad,5,-0.8636979935750733,0.4508711479795951,0.11863496562558479,nan,nan,nan,0.6232807135591312,nan,-0.056912810985957366,nan
116,fa-en,ad,5,-0.07532237735415602,-1.5078329784843458,-0.5891758967023404,nan,nan,nan,-1.0698531301136034,nan,-1.416029541519926,nan
117,fa-en,ad,5,-1.984021237678482,-2.3105805712974363,-2.0047976213581906,nan,nan,nan,-1.146813759371455,nan,-1.0133282880283798,nan
118,fa-en,ad,5,-0.32428309826602464,-1.0904042302215387,-0.04470600260393639,nan,nan,nan,-0.22328620827723608,nan,-0.9629906313419365,nan
119,fa-en,ad,5,2.1653241108526617,0.9004097999549259,-0.04470600260393639,nan,nan,nan,1.200485432993018,nan,0.8995026660564651,nan
120,fa-en,ad,5,-0.5732438191778932,-1.5078329784843458,-0.8614108437515423,nan,nan,nan,-1.0313728154846775,nan,-1.567042511579256,nan
121,fa-en,ad,5,-0.1583092843247789,-1.5078329784843458,-0.8614108437515423,nan,nan,nan,-1.1852940740003808,nan,-1.416029541519926,nan
122,fa-en,ad,5,-1.112658714486942,0.09766220714183528,-0.7525168649318615,nan,nan,nan,-0.8389712423400486,nan,0.29545078581914563,nan
123,fa-en,ad,5,2.1653241108526617,0.9004097999549259,0.9353398067731907,nan,nan,nan,1.200485432993018,nan,1.251866262861568,nan
124,fa-en,ad,5,2.1653241108526617,0.9004097999549259,0.6086578703141483,nan,nan,nan,1.200485432993018,nan,1.0001779794293517,nan
125,fa-en,ad,5,-0.6977241796338276,-0.640865578246208,0.3364229232649464,nan,nan,nan,-0.33872715216401345,nan,-1.214678914774153,nan
126,fa-en,ad,5,0.21513179704302404,0.09766220714183528,0.009740986805904005,nan,nan,nan,0.469359455043428,nan,-0.2582634377317305,nan
127,fa-en,ad,5,-0.11681583083946746,0.9004097999549259,0.7175518491338292,nan,nan,nan,1.200485432993018,nan,0.6478143826242486,nan
128,fa-en,ad,5,0.21513179704302404,0.09766220714183528,0.11863496562558479,nan,nan,nan,-0.954412186226826,nan,-1.2650165714605963,nan
129,fa-en,ad,5,-0.739217633119139,0.09766220714183528,-0.6436228861121808,nan,nan,nan,-0.22328620827723608,nan,-1.6173801682656992,nan
130,fa-en,ad,5,0.25662525052833546,0.9004097999549259,0.49976389149446754,nan,nan,nan,1.200485432993018,nan,-0.3086010944181738,nan
131,fa-en,ad,5,0.6715597853814498,0.9004097999549259,0.7175518491338292,nan,nan,nan,1.200485432993018,nan,0.8491650093700218,nan
132,fa-en,ad,5,0.5055859714402041,0.8361899925298786,0.3364229232649464,nan,nan,nan,1.200485432993018,nan,0.19477547244625906,nan
133,fa-en,ad,5,-0.07532237735415602,0.9004097999549259,0.1730819550354252,nan,nan,nan,1.200485432993018,nan,-0.3086010944181738,nan
134,fa-en,ad,5,-0.19980273781009034,0.9004097999549259,-0.04470600260393639,nan,nan,nan,0.8926429159616117,nan,-0.10725046767240065,nan
135,fa-en,ad,5,-0.11681583083946746,0.6435305702547368,-0.5347289072924999,nan,nan,nan,0.16151693801202177,nan,-0.7113023479097201,nan
136,fa-en,ad,5,2.1653241108526617,0.9004097999549259,0.9897867961830311,nan,nan,nan,1.200485432993018,nan,1.0001779794293517,nan
137,fa-en,ad,5,0.33961215749895834,0.9004097999549259,0.49976389149446754,nan,nan,nan,1.008083859848389,nan,-0.10725046767240065,nan
138,fa-en,ad,5,-0.49025691220727036,0.09766220714183528,-0.37138793906297873,nan,nan,nan,-0.3002468375350877,nan,-1.416029541519926,nan
139,fa-en,ad,5,-0.36577655175133605,-1.5078329784843458,-1.5692217060794675,nan,nan,nan,-1.108333444742529,nan,-1.2650165714605963,nan
140,fa-en,ad,5,-0.1583092843247789,0.09766220714183528,0.82644582795351,nan,nan,nan,1.200485432993018,nan,-0.20792578104528722,nan
141,fa-en,ad,5,-0.24129619129540175,0.547200859117166,0.009740986805904005,nan,nan,nan,-0.33872715216401345,nan,-0.6106270345368335,nan
142,fa-en,ad,5,0.21513179704302404,0.9004097999549259,1.3164687326420734,nan,nan,nan,1.200485432993018,nan,0.6981520393106919,nan
143,fa-en,ad,5,-0.2827896447807132,0.6435305702547368,-0.37138793906297873,nan,nan,nan,0.39239882578557644,nan,-0.15758812435884392,nan
144,fa-en,ad,5,-0.07532237735415602,0.6114206665422133,-1.1336457908007442,nan,nan,nan,0.0460759941252444,nan,-0.9126529746554932,nan
145,fa-en,ad,5,-0.24129619129540175,0.5793107628296896,-1.1336457908007442,nan,nan,nan,0.0845563087541702,nan,-1.3153542281470396,nan
146,fa-en,ad,5,0.9620139597786299,0.8361899925298786,0.22752894444526559,nan,nan,nan,0.5848003989302054,nan,1.050515636115795,nan
147,fa-en,ad,5,-0.32428309826602464,0.7398602813923078,-0.6436228861121808,nan,nan,nan,-0.415687781421865,nan,-0.3086010944181738,nan
148,fa-en,ad,5,-0.32428309826602464,-1.5078329784843458,-1.4058807378499463,nan,nan,nan,-0.33872715216401345,nan,-1.416029541519926,nan
149,fa-en,ad,5,-0.4072700052366475,-2.2784706675849127,-1.6781156848991483,nan,nan,nan,-1.3776956471450097,nan,-1.6677178249521425,nan
150,fa-en,ad,5,1.169481227205187,0.7077503776797841,-0.7525168649318615,nan,nan,nan,-1.3392153325160838,nan,-0.6106270345368335,nan
151,fa-en,ad,5,0.09065143658708973,-2.2784706675849127,-0.5347289072924999,nan,nan,nan,-1.2622547032582323,nan,-0.9126529746554932,nan
152,fa-en,ad,5,-0.07532237735415602,-1.5399428821968695,-1.1336457908007442,nan,nan,nan,-1.0698531301136034,nan,-0.20792578104528722,nan
153,fa-en,ad,5,-0.24129619129540175,0.547200859117166,-1.3514337484401058,nan,nan,nan,-0.9928925008557518,nan,-0.20792578104528722,nan
154,fa-en,ad,5,0.09065143658708973,0.6756404739672605,-1.8414566531286694,nan,nan,nan,0.12303662338309597,nan,-0.6106270345368335,nan
155,fa-en,ad,5,2.1653241108526617,0.8682998962424022,0.44531690208462715,nan,nan,nan,1.200485432993018,nan,0.34578844250558893,nan
156,fa-en,ad,5,2.1653241108526617,0.8682998962424022,0.49976389149446754,nan,nan,nan,0.8926429159616117,nan,0.8491650093700218,nan
157,fa-en,ad,5,-0.07532237735415602,0.9004097999549259,0.22752894444526559,nan,nan,nan,0.5463200843012797,nan,0.39612609919203223,nan
158,fa-en,ad,5,-0.6147372726632047,0.7077503776797841,-1.787009663718829,nan,nan,nan,0.0845563087541702,nan,-0.3086010944181738,nan
159,fa-en,ad,5,-0.11681583083946746,0.5793107628296896,-0.5347289072924999,nan,nan,nan,-0.954412186226826,nan,-1.3153542281470396,nan
160,fa-en,ad,3,-0.8222045400897618,0.5793107628296896,nan,nan,nan,nan,nan,nan,0.6981520393106919,nan
161,fa-en,ad,3,-0.8636979935750733,-0.7693051930963025,nan,nan,nan,nan,nan,nan,-1.416029541519926,nan
162,fa-en,ad,3,-0.739217633119139,0.09766220714183528,nan,nan,nan,nan,nan,nan,-0.056912810985957366,nan
163,fa-en,ad,3,2.1653241108526617,0.9004097999549259,nan,nan,nan,nan,nan,nan,1.0001779794293517,nan
164,fa-en,ad,3,-1.4446063423694333,-1.5078329784843458,nan,nan,nan,nan,nan,nan,-0.7113023479097201,nan
165,fa-en,ad,3,-1.1956456214575648,-0.28765663740844816,nan,nan,nan,nan,nan,nan,-0.7616400045961633,nan
