SEGID,LANGPAIR,ANNOTYPE,SCORETYPE,MEANSCORE,NUMANNOT,ANNOTATOR_1,ANNOTATOR_2,ANNOTATOR_3,ANNOTATOR_4,ANNOTATOR_5,ANNOTATOR_6,ANNOTATOR_7,ANNOTATOR_8
376,fa-en,bl,zscore,-0.010802798678356318,4,nan,-1.5733812186147698,1.114746564338162,-0.0873049771883478,nan,nan,0.5027284367515303,nan
377,fa-en,bl,zscore,0.602855991330292,4,nan,0.17786522810199457,1.114746564338162,0.616083736129481,nan,nan,0.5027284367515303,nan
378,fa-en,bl,zscore,-0.33785997413290847,4,nan,-0.4956910975582994,-0.8189937999750558,-0.5394834357498092,nan,nan,0.5027284367515303,nan
379,fa-en,bl,zscore,-0.5304515867438977,4,nan,-0.2711723223382014,-0.8592800575649145,-1.4940824038240055,nan,nan,0.5027284367515303,nan
380,fa-en,bl,zscore,-0.345252248173909,4,nan,-0.316076077382221,0.6313114732598576,-0.6399675376523561,nan,nan,-1.0562768509209164,nan
381,fa-en,bl,zscore,0.678398066054677,4,nan,1.120844084026406,1.0744603067483034,-0.18778907909089476,nan,nan,0.706076952534893,nan
382,fa-en,bl,zscore,-0.32641325259897425,4,nan,-0.0017497920740838216,-0.6981350272054797,-1.142388047165091,nan,nan,0.5366198560487575,nan
383,fa-en,bl,zscore,-0.38056514007514103,4,nan,-0.09155730216212302,-0.7384212847953384,-0.9916618943112705,nan,nan,0.2993799209681678,nan
384,fa-en,bl,zscore,-0.5782754427293112,4,nan,-0.2711723223382014,-0.657848769615621,-1.242872149067638,nan,nan,-0.14120852989578456,nan
385,fa-en,bl,zscore,-0.49885896675127506,4,nan,-0.7202098727783973,-0.8189937999750558,-0.8911777924087235,nan,nan,0.4349455981570762,nan
386,fa-en,bl,zscore,-0.6709836428430771,4,nan,-0.540594852602319,-1.060711345514208,-0.9414198433599971,nan,nan,-0.14120852989578456,nan
387,fa-en,bl,zscore,-0.9195712905705822,4,nan,-0.1364610572061426,-1.3830014062330778,-1.6448085566778259,nan,nan,-0.5140141421652826,nan
388,fa-en,bl,zscore,0.3909470601143459,4,nan,0.49219151341013173,1.0744603067483034,-0.5394834357498092,nan,nan,0.5366198560487575,nan
389,fa-en,bl,zscore,0.27154939165680353,4,nan,-0.0017497920740838216,1.0744603067483034,-0.4892413847985357,nan,nan,0.5027284367515303,nan
390,fa-en,bl,zscore,-0.3198648053674535,4,nan,-0.5854986076463385,-0.013268648177881705,-0.5394834357498092,nan,nan,-0.14120852989578456,nan
391,fa-en,bl,zscore,-0.6105860915112679,4,nan,-0.40588358747026015,-1.0204250879243495,-0.8409357414574501,nan,nan,-0.17509994919301164,nan
392,fa-en,bl,zscore,0.979842845649249,4,nan,2.0638229399508177,1.0744603067483034,0.515599634226934,nan,nan,0.2654885016709407,nan
393,fa-en,bl,zscore,0.22338141066458989,4,nan,-0.09155730216212302,1.0744603067483034,-0.3887572828959887,nan,nan,0.2993799209681678,nan
394,fa-en,bl,zscore,0.1663443489111767,4,nan,-0.540594852602319,1.0744603067483034,-0.4389993338472622,nan,nan,0.5705112753459846,nan
395,fa-en,bl,zscore,0.16266919115430406,4,nan,-0.45078734251427977,0.9536015339787273,-0.3887572828959887,nan,nan,0.5366198560487575,nan
396,fa-en,bl,zscore,-0.19169997627442237,4,nan,-0.5854986076463385,-0.29527245130689267,-0.3887572828959887,nan,nan,0.5027284367515303,nan
397,fa-en,bl,zscore,0.22408664828445043,4,nan,-0.5854986076463385,0.9133152763888686,-0.13754702813962127,nan,nan,0.706076952534893,nan
398,fa-en,bl,zscore,-0.6521790345975766,4,nan,-0.5854986076463385,-0.8189937999750558,-0.6902095886036296,nan,nan,-0.5140141421652826,nan
399,fa-en,bl,zscore,-0.491339210923427,4,nan,-0.540594852602319,-0.8189937999750558,-1.142388047165091,nan,nan,0.5366198560487575,nan
400,fa-en,bl,zscore,0.17811963461867872,4,nan,-0.09155730216212302,1.0744603067483034,-0.8409357414574501,nan,nan,0.5705112753459846,nan
401,fa-en,bl,zscore,-0.8907913815578191,4,nan,0.043153962969935775,-1.1412838606939255,-1.5443244547752788,nan,nan,-0.9207111737320078,nan
402,fa-en,bl,zscore,-0.7986453646447758,4,nan,-1.752996238790848,-1.1009976031040667,-0.6399675376523561,nan,nan,0.2993799209681678,nan
403,fa-en,bl,zscore,-0.9370384586853296,4,nan,-0.765113627822417,-1.0204250879243495,-1.041903945262544,nan,nan,-0.9207111737320078,nan
404,fa-en,bl,zscore,-0.020666717826717,4,nan,-0.6753061177343778,0.8327427612091511,-0.5394834357498092,nan,nan,0.2993799209681678,nan
405,fa-en,bl,zscore,-0.9092598995166828,4,nan,-0.8998248929544758,-1.5038601790026538,-1.0921459962138176,nan,nan,-0.14120852989578456,nan
406,fa-en,bl,zscore,-0.9626682028630552,4,nan,-0.04665354711810342,-1.060711345514208,-0.9414198433599971,nan,nan,-1.8018880754599125,nan
407,fa-en,bl,zscore,0.2940975328090154,4,nan,-0.1364610572061426,1.114746564338162,-0.3385152319447152,nan,nan,0.5366198560487575,nan
408,fa-en,bl,zscore,-1.0372313914726152,4,nan,-1.4386699534827108,-0.8189937999750558,-1.3433562509701849,nan,nan,-0.5479055614625098,nan
409,fa-en,bl,zscore,0.3793412147209466,4,nan,0.4023840033220925,0.8327427612091511,-0.28827318099344174,nan,nan,0.5705112753459846,nan
410,fa-en,bl,zscore,-0.7530274822992855,4,nan,-0.4956910975582994,-0.7384212847953384,-0.8911777924087235,nan,nan,-0.8868197544347808,nan
411,fa-en,bl,zscore,-0.940171449254422,4,nan,-0.8549211379104561,-1.2621426334635015,-0.7906936905061765,nan,nan,-0.8529283351375537,nan
412,fa-en,bl,zscore,0.39246698159284654,4,nan,-0.5854986076463385,1.0341740491584446,0.415115532324387,nan,nan,0.706076952534893,nan
413,fa-en,bl,zscore,0.3560861711107331,4,nan,0.6269027785421906,0.4298801853105641,-0.3385152319447152,nan,nan,0.706076952534893,nan
414,fa-en,bl,zscore,0.9263898259109202,4,nan,0.8065177987182689,1.0744603067483034,1.1185042456422158,nan,nan,0.706076952534893,nan
415,fa-en,bl,zscore,-0.2300278835358426,4,nan,-0.9447286479984953,0.22844889736127053,-0.7404516395549031,nan,nan,0.5366198560487575,nan
416,fa-en,bl,zscore,1.0274232747599643,4,nan,1.2106515941144453,1.0744603067483034,1.1185042456422158,nan,nan,0.706076952534893,nan
417,fa-en,bl,zscore,0.19933477014203757,4,nan,-0.09155730216212302,0.8730290187990098,-0.6902095886036296,nan,nan,0.706076952534893,nan
418,fa-en,bl,zscore,-1.4642119781645815,4,nan,-0.7202098727783973,-1.181570118283784,-1.6448085566778259,nan,nan,-2.310259364918319,nan
419,fa-en,bl,zscore,-1.1584989883681962,4,nan,-2.2469375442750636,-0.25498619371703396,-1.041903945262544,nan,nan,-1.0901682702181434,nan
420,fa-en,bl,zscore,0.3484829221443465,4,nan,-0.8998248929544758,1.0744603067483034,0.716567838032028,nan,nan,0.5027284367515303,nan
421,fa-en,bl,zscore,-0.5855831638909074,4,nan,-0.6753061177343778,-0.4161312240764688,-1.041903945262544,nan,nan,-0.20899136849023875,nan
422,fa-en,bl,zscore,0.6687425813543048,4,nan,0.17786522810199457,1.0744603067483034,0.716567838032028,nan,nan,0.706076952534893,nan
423,fa-en,bl,zscore,1.0565480221660415,4,nan,1.0759403289823866,1.0744603067483034,1.3697145003985833,nan,nan,0.706076952534893,nan
424,fa-en,bl,zscore,0.23245556546987695,4,nan,0.5370952684541513,-0.7787075423851971,0.4653575832756605,nan,nan,0.706076952534893,nan
425,fa-en,bl,zscore,0.06357328110119484,4,nan,0.13296147305797495,-0.3758449664866101,0.16390527756801962,nan,nan,0.3332713402653949,nan
426,fa-en,bl,zscore,-0.6582429304919856,4,nan,-0.6304023626903582,-1.0204250879243495,-0.8409357414574501,nan,nan,-0.14120852989578456,nan
427,fa-en,bl,zscore,-0.5207623072034823,4,nan,-0.316076077382221,-1.1412838606939255,-0.8911777924087235,nan,nan,0.2654885016709407,nan
428,fa-en,bl,zscore,0.11150178179132592,4,nan,-0.540594852602319,-0.3355587088967514,0.616083736129481,nan,nan,0.706076952534893,nan
429,fa-en,bl,zscore,-0.8868529431660486,4,nan,-0.4956910975582994,-1.181570118283784,-1.6950506076290994,nan,nan,-0.17509994919301164,nan
430,fa-en,bl,zscore,-0.6566287051703473,4,nan,-1.079439913130554,-0.5369899968460449,-1.3433562509701849,nan,nan,0.3332713402653949,nan
431,fa-en,bl,zscore,-0.8291221164784592,4,nan,0.31257649323405334,-1.181570118283784,-1.5945665057265523,nan,nan,-0.8529283351375537,nan
432,fa-en,bl,zscore,0.6162474621464967,4,nan,-0.6753061177343778,1.114746564338162,1.3194724494473098,nan,nan,0.706076952534893,nan
433,fa-en,bl,zscore,-1.007721935900082,4,nan,-0.9447286479984953,-0.5369899968460449,-1.5945665057265523,nan,nan,-0.954602593029235,nan
434,fa-en,bl,zscore,0.7580007444958468,4,nan,0.13296147305797495,1.0744603067483034,1.1185042456422158,nan,nan,0.706076952534893,nan
435,fa-en,bl,zscore,-0.49570571030506894,4,nan,-0.2262685672941818,-0.9801388303344907,-1.041903945262544,nan,nan,0.2654885016709407,nan
436,fa-en,bl,zscore,0.07403556283565291,4,nan,-0.540594852602319,1.0744603067483034,-0.7404516395549031,nan,nan,0.5027284367515303,nan
437,fa-en,bl,zscore,0.30497696833856514,4,nan,-0.1813648122501622,0.8327427612091511,-0.13754702813962127,nan,nan,0.706076952534893,nan
438,fa-en,bl,zscore,-0.5125340805696723,4,nan,-0.1364610572061426,-1.0204250879243495,-1.1926300981163644,nan,nan,0.2993799209681678,nan
439,fa-en,bl,zscore,-0.45158360275091225,4,nan,-0.6304023626903582,-0.8189937999750558,-0.6902095886036296,nan,nan,0.3332713402653949,nan
440,fa-en,bl,zscore,-0.6393257393117846,4,nan,-0.5854986076463385,-0.9801388303344907,-0.037062926237074315,nan,nan,-0.954602593029235,nan
441,fa-en,bl,zscore,-1.4067167816966402,4,nan,-0.8998248929544758,-2.0678677852606757,-0.8911777924087235,nan,nan,-1.7679966561626854,nan
442,fa-en,bl,zscore,-0.22425040030738497,4,nan,-0.2262685672941818,0.3895939277207054,-1.3935983019214584,nan,nan,0.3332713402653949,nan
443,fa-en,bl,zscore,1.3638322902568876,4,nan,2.0638229399508177,1.114746564338162,1.5706827042036773,nan,nan,0.706076952534893,nan
444,fa-en,bl,zscore,0.15604419506032566,5,1.5489938978354665,-0.04665354711810342,-0.7787075423851971,0.16390527756801962,nan,nan,-0.10731711059855745,nan
445,fa-en,bl,zscore,0.1923411617559139,5,1.6213624000206226,-0.2711723223382014,0.10759012459169441,-0.3887572828959887,nan,nan,-0.10731711059855745,nan
446,fa-en,bl,zscore,0.9111153231560346,5,1.5489938978354665,0.7616140436742493,0.6715977308497163,0.8672939908858485,nan,nan,0.706076952534893,nan
447,fa-en,bl,zscore,0.3718343131465682,5,1.5489938978354665,-0.8100173828664365,0.9536015339787273,-0.5394834357498092,nan,nan,0.706076952534893,nan
448,fa-en,bl,zscore,-0.3548898375886439,5,0.8253088759839067,-0.9896324030425149,-0.7787075423851971,-0.6902095886036296,nan,nan,-0.14120852989578456,nan
449,fa-en,bl,zscore,-0.8897247958532531,5,0.8614931270764846,-0.7202098727783973,-1.0204250879243495,-1.2931142000189115,nan,nan,-2.276367945621092,nan
450,fa-en,bl,zscore,0.4586667992028321,5,0.5720191183358607,-0.6753061177343778,1.0744603067483034,0.616083736129481,nan,nan,0.706076952534893,nan
451,fa-en,bl,zscore,-0.5346511305765651,5,0.1016238541323468,-0.4956910975582994,-0.8189937999750558,-0.5394834357498092,nan,nan,-0.9207111737320078,nan
452,fa-en,bl,zscore,-0.5737722840745676,5,-0.802982423182103,-0.540594852602319,-1.1412838606939255,0.16390527756801962,nan,nan,-0.5479055614625098,nan
453,fa-en,bl,zscore,-1.013185525456505,5,-1.056272180830149,-0.316076077382221,-1.1009976031040667,-0.7906936905061765,nan,nan,-1.8018880754599125,nan
454,fa-en,bl,zscore,-1.0292153951856111,5,-0.8391666742746811,-0.7202098727783973,-1.060711345514208,-0.6902095886036296,nan,nan,-1.8357794947571395,nan
455,fa-en,bl,zscore,-0.48223967521608335,5,-0.4411399122563231,-0.316076077382221,-0.8189937999750558,-0.3887572828959887,nan,nan,-0.44623130357082846,nan
456,fa-en,bl,zscore,-0.8661070063405395,5,-0.26021865679343315,-0.316076077382221,-1.2621426334635015,-0.6902095886036296,nan,nan,-1.8018880754599125,nan
457,fa-en,bl,zscore,0.3662259596428892,5,0.4272821139655487,-0.540594852602319,1.0744603067483034,0.16390527756801962,nan,nan,0.706076952534893,nan
458,fa-en,bl,zscore,-0.21938130618920884,5,-0.766798172089525,-0.45078734251427977,-1.1009976031040667,0.515599634226934,nan,nan,0.706076952534893,nan
459,fa-en,bl,zscore,0.6566115078725062,5,0.7891246248913286,0.7616140436742493,1.0341740491584446,0.3648734813731136,nan,nan,0.3332713402653949,nan
460,fa-en,bl,zscore,0.7964442996889121,5,1.3318883912799986,0.8514215537622885,1.0341740491584446,0.4653575832756605,nan,nan,0.2993799209681678,nan
461,fa-en,bl,zscore,-1.4234149477949773,5,-1.1286406830153048,-1.3937661984386913,-1.0204250879243495,-0.8911777924087235,nan,nan,-2.6830649771878172,nan
462,fa-en,bl,zscore,0.35256124541100897,5,0.1378081052249248,-0.1364610572061426,1.114746564338162,0.415115532324387,nan,nan,0.23159708237371357,nan
463,fa-en,bl,zscore,0.5457929198343832,5,0.4634663650581267,-0.1813648122501622,1.0744603067483034,0.6663257870807545,nan,nan,0.706076952534893,nan
464,fa-en,bl,zscore,0.387406652858156,5,0.7167561227061727,-0.4956910975582994,1.0341740491584446,0.3146314304218401,nan,nan,0.367162759562622,nan
465,fa-en,bl,zscore,-0.011668491677143594,5,0.06543960303976881,0.13296147305797495,0.5910252156699989,-0.7404516395549031,nan,nan,-0.10731711059855745,nan
466,fa-en,bl,zscore,0.18504560259077585,5,0.1739923563175028,-0.1364610572061426,0.7924565036192924,-0.23803113004216825,nan,nan,0.3332713402653949,nan
467,fa-en,bl,zscore,-0.9243355732006963,5,-0.8391666742746811,-0.3609798324262406,-0.7787075423851971,-0.8409357414574501,nan,nan,-1.8018880754599125,nan
468,fa-en,bl,zscore,0.8138412019556845,5,1.7299151532983565,0.043153962969935775,1.0744603067483034,0.515599634226934,nan,nan,0.706076952534893,nan
469,fa-en,bl,zscore,-1.0940068371237675,5,-0.658245418811791,-0.6304023626903582,-0.4564174816663275,-1.041903945262544,nan,nan,-2.6830649771878172,nan
470,fa-en,bl,zscore,-0.3217697117485335,5,-0.006928899145387177,-0.0017497920740838216,-0.8189937999750558,-0.6399675376523561,nan,nan,-0.14120852989578456,nan
471,fa-en,bl,zscore,1.0124853833308216,5,1.7299151532983565,0.9861328188943472,1.0744603067483034,0.5658416851782075,nan,nan,0.706076952534893,nan
472,fa-en,bl,zscore,-1.3185483175765096,5,-0.3687714100711671,-0.3609798324262406,-1.9872952700809583,-1.1926300981163644,nan,nan,-2.6830649771878172,nan
473,fa-en,bl,zscore,-0.14897031857681134,5,0.8614931270764846,-0.45078734251427977,-0.6981350272054797,-0.7906936905061765,nan,nan,0.3332713402653949,nan
474,fa-en,bl,zscore,-0.6452672641862509,5,-0.947719427552415,-0.2262685672941818,-0.8189937999750558,-1.0921459962138176,nan,nan,-0.14120852989578456,nan
475,fa-en,bl,zscore,-0.9612609357524284,5,-1.7799572026817088,-0.40588358747026015,-0.657848769615621,-1.041903945262544,nan,nan,-0.9207111737320078,nan
476,fa-en,bl,zscore,-1.108271814382526,5,-1.8885099559594427,-0.6753061177343778,-1.1412838606939255,-1.6950506076290994,nan,nan,-0.14120852989578456,nan
477,fa-en,bl,zscore,-0.11695807021162825,5,1.1509671358171085,-0.2711723223382014,-0.657848769615621,-1.3433562509701849,nan,nan,0.5366198560487575,nan
478,fa-en,bl,zscore,-0.8321079577329487,5,-1.201009185200461,-0.04665354711810342,-1.0204250879243495,-1.242872149067638,nan,nan,-0.6495798193541911,nan
479,fa-en,bl,zscore,-0.9248228684216404,5,-0.4411399122563231,-0.3609798324262406,-1.0204250879243495,-1.7452926585803727,nan,nan,-1.0562768509209164,nan
480,fa-en,bl,zscore,-1.3394489436226338,5,-0.3687714100711671,-1.6631887287028089,-1.1412838606939255,-0.8409357414574501,nan,nan,-2.6830649771878172,nan
481,fa-en,bl,zscore,0.26455885156177017,5,0.6443876205210167,0.4472877583661121,-1.1412838606939255,0.6663257870807545,nan,nan,0.706076952534893,nan
482,fa-en,bl,zscore,-1.3016448573287183,5,-0.5135084144414791,-0.4956910975582994,-1.0204250879243495,-1.7955347095316463,nan,nan,-2.6830649771878172,nan
483,fa-en,bl,zscore,-0.3838803424362662,5,-1.020087929737571,-0.316076077382221,-0.29527245130689267,-0.7906936905061765,nan,nan,0.5027284367515303,nan
484,fa-en,bl,zscore,-0.5559472791721751,5,-0.875350925367259,-0.4956910975582994,-0.5772762544359036,-0.6902095886036296,nan,nan,-0.14120852989578456,nan
485,fa-en,bl,zscore,-0.8120563619771464,5,-1.309561938478195,-0.7202098727783973,-1.0204250879243495,-1.3433562509701849,nan,nan,0.3332713402653949,nan
486,fa-en,bl,zscore,0.7205778632121511,5,0.5358348672432827,1.0759403289823866,1.0744603067483034,0.515599634226934,nan,nan,0.40105417885984906,nan
487,fa-en,bl,zscore,-0.060621088934852074,5,0.28254510959523677,-1.079439913130554,0.8730290187990098,-0.23803113004216825,nan,nan,-0.14120852989578456,nan
488,fa-en,bl,zscore,-1.1044234717610435,5,-1.454298942848507,-1.0345361580865344,-1.0204250879243495,-1.0921459962138176,nan,nan,-0.9207111737320078,nan
489,fa-en,bl,zscore,-0.9408809746269867,5,-0.983903678644993,-0.316076077382221,-0.7384212847953384,-1.7452926585803727,nan,nan,-0.9207111737320078,nan
490,fa-en,bl,zscore,0.216451958901246,5,0.28254510959523677,-1.1243436681745738,0.8730290187990098,0.616083736129481,nan,nan,0.4349455981570762,nan
491,fa-en,bl,zscore,0.16833557965851853,3,nan,0.7616140436742493,nan,nan,-0.6576614835585428,nan,0.40105417885984906,nan
492,fa-en,bl,zscore,0.6343831624933928,3,nan,0.9861328188943472,nan,nan,0.2448311353481652,nan,0.6721855332376659,nan
493,fa-en,bl,zscore,0.16417039881174622,3,nan,0.08805771801395537,nan,nan,0.5456620083170679,nan,-0.14120852989578456,nan
494,fa-en,bl,zscore,-0.11583557352524272,3,nan,0.6269027785421906,nan,nan,-1.6804864516528117,nan,0.706076952534893,nan
495,fa-en,bl,zscore,0.14826079376164933,3,nan,0.8514215537622885,nan,nan,-1.0788247057150064,nan,0.6721855332376659,nan
496,fa-en,bl,zscore,0.15200677811730506,3,nan,-0.0017497920740838216,nan,nan,0.12449878616060413,nan,0.3332713402653949,nan
497,fa-en,bl,zscore,0.6654970039964234,3,nan,0.35748024827807295,nan,nan,0.9668252304735315,nan,0.6721855332376659,nan
498,fa-en,bl,zscore,-1.4278960338447764,3,nan,-1.303958688350652,nan,nan,-0.29666443599585957,nan,-2.6830649771878172,nan
499,fa-en,bl,zscore,-1.0921558455012166,3,nan,-0.1813648122501622,nan,nan,-1.2593232294963481,nan,-1.8357794947571395,nan
500,fa-en,bl,zscore,0.2006080316029578,3,nan,-0.4956910975582994,nan,nan,0.42532965912950677,nan,0.6721855332376659,nan
501,fa-en,bl,zscore,0.48955276240260925,3,nan,-0.1364610572061426,nan,nan,0.9668252304735315,nan,0.6382941139404388,nan
502,fa-en,bl,zscore,-0.14542109761171892,3,nan,-0.45078734251427977,nan,nan,-0.6576614835585428,nan,0.6721855332376659,nan
503,fa-en,bl,zscore,0.9498874526085476,3,nan,1.2106515941144453,nan,nan,0.9668252304735315,nan,0.6721855332376659,nan
504,fa-en,bl,zscore,-0.24656711831238917,3,nan,1.120844084026406,nan,nan,-0.8381600073398844,nan,-1.0223854316236891,nan
505,fa-en,bl,zscore,0.17966913646643437,3,nan,0.043153962969935775,nan,nan,-0.17633208680829854,nan,0.6721855332376659,nan
506,fa-en,bl,zscore,-0.33153791388299575,3,nan,-0.316076077382221,nan,nan,-0.5373291343709817,nan,-0.14120852989578456,nan
507,fa-en,bl,zscore,0.18108583106742385,3,nan,-0.04665354711810342,nan,nan,-0.116165912214518,nan,0.706076952534893,nan
508,fa-en,bl,zscore,-1.5488173854358462,3,nan,-0.9447286479984953,nan,nan,-1.018658531121226,nan,-2.6830649771878172,nan
509,fa-en,bl,zscore,-0.5404997683515783,3,nan,-1.303958688350652,nan,nan,-0.17633208680829854,nan,-0.14120852989578456,nan
510,fa-en,bl,zscore,-2.123919572058148,3,nan,-1.079439913130554,nan,nan,-2.6431452451533004,nan,-2.64917355789059,nan
511,fa-en,bl,zscore,-1.4446042395439402,3,nan,-0.9447286479984953,nan,nan,-1.0788247057150064,nan,-2.310259364918319,nan
512,fa-en,bl,zscore,-1.2605319090083797,3,nan,-0.45078734251427977,nan,nan,-2.3423143721843975,nan,-0.9884940123264621,nan
513,fa-en,bl,zscore,0.5290187316538383,3,nan,1.031036573938367,nan,nan,-0.116165912214518,nan,0.6721855332376659,nan
514,fa-en,bl,zscore,0.16611791271941734,3,nan,-0.09155730216212302,nan,nan,-0.116165912214518,nan,0.706076952534893,nan
515,fa-en,bl,zscore,0.38016724037125355,3,nan,0.8514215537622885,nan,nan,-0.41699678518342065,nan,0.706076952534893,nan
516,fa-en,bl,zscore,0.5394881792220999,3,nan,0.7616140436742493,nan,nan,0.18466496075438465,nan,0.6721855332376659,nan
517,fa-en,bl,zscore,0.2307825580929427,3,nan,0.22276898314601415,nan,nan,-0.23649826140207905,nan,0.706076952534893,nan
518,fa-en,bl,zscore,0.37146480001351834,3,nan,0.043153962969935775,nan,nan,0.3651634845357263,nan,0.706076952534893,nan
519,fa-en,bl,zscore,0.7666016538502051,3,nan,0.6269027785421906,nan,nan,0.9668252304735315,nan,0.706076952534893,nan
520,fa-en,bl,zscore,0.0031964472549831737,3,nan,0.17786522810199457,nan,nan,0.78632670669219,nan,-0.954602593029235,nan
521,fa-en,bl,zscore,0.42536549661702755,3,nan,0.8065177987182689,nan,nan,-0.23649826140207905,nan,0.706076952534893,nan
522,fa-en,bl,zscore,-0.4608527640691526,3,nan,0.08805771801395537,nan,nan,0.3651634845357263,nan,-1.8357794947571395,nan
523,fa-en,bl,zscore,0.7397475933329473,3,nan,0.9412290638503277,nan,nan,0.6058281829108484,nan,0.6721855332376659,nan
524,fa-en,bl,zscore,0.7744764020104596,3,nan,1.1657478390704257,nan,nan,0.4854958337232873,nan,0.6721855332376659,nan
525,fa-en,bl,zscore,0.20989947436420187,3,nan,-0.04665354711810342,nan,nan,0.00416643697304307,nan,0.6721855332376659,nan
526,fa-en,bl,zscore,-0.33236560608047644,3,nan,-0.5854986076463385,nan,nan,-0.23649826140207905,nan,-0.17509994919301164,nan
527,fa-en,bl,zscore,0.3053834600390035,3,nan,-0.1813648122501622,nan,nan,0.42532965912950677,nan,0.6721855332376659,nan
528,fa-en,bl,zscore,-0.6704036209412441,3,nan,-0.540594852602319,nan,nan,0.3651634845357263,nan,-1.8357794947571395,nan
529,fa-en,bl,zscore,-0.8214971273332542,3,nan,-0.3609798324262406,nan,nan,0.5456620083170679,nan,-2.64917355789059,nan
530,fa-en,bl,zscore,-0.5388032235363543,3,nan,-0.40588358747026015,nan,nan,0.18466496075438465,nan,-1.3951910438931874,nan
531,fa-en,bl,zscore,-0.29283175654961574,3,nan,0.26767273819003373,nan,nan,-0.05599973762073746,nan,-1.0901682702181434,nan
532,fa-en,bl,zscore,0.6295901905118936,3,nan,0.8514215537622885,nan,nan,0.3651634845357263,nan,0.6721855332376659,nan
533,fa-en,bl,zscore,-1.3915142124613473,3,nan,-1.079439913130554,nan,nan,-1.2593232294963481,nan,-1.8357794947571395,nan
534,fa-en,bl,zscore,0.7609251782634426,3,nan,1.031036573938367,nan,nan,0.5456620083170679,nan,0.706076952534893,nan
535,fa-en,bl,zscore,-0.0290249366597628,3,nan,-0.45078734251427977,nan,nan,0.0643326115668236,nan,0.2993799209681678,nan
536,fa-en,bl,zscore,0.5271149602821005,3,nan,-0.09155730216212302,nan,nan,0.9668252304735315,nan,0.706076952534893,nan
537,fa-en,bl,zscore,0.0819504611759671,3,nan,-0.04665354711810342,nan,nan,-0.17633208680829854,nan,0.4688370174543033,nan
538,fa-en,bl,zscore,0.6468583070661528,3,nan,0.26767273819003373,nan,nan,0.9668252304735315,nan,0.706076952534893,nan
539,fa-en,bl,zscore,0.08589634659437662,3,nan,-0.09155730216212302,nan,nan,-0.3568306105896401,nan,0.706076952534893,nan
540,fa-en,bl,zscore,-0.5429697724702232,3,nan,1.2106515941144453,nan,nan,-3.545637864060008,nan,0.706076952534893,nan
541,fa-en,bl,zscore,0.21866742331252417,3,nan,-0.09155730216212302,nan,nan,0.2448311353481652,nan,0.5027284367515303,nan
542,fa-en,bl,zscore,-0.20505408120977317,3,nan,-0.0017497920740838216,nan,nan,-1.3194894040901286,nan,0.706076952534893,nan
543,fa-en,bl,zscore,-0.035025004996693254,3,nan,0.26767273819003373,nan,nan,-1.0788247057150064,nan,0.706076952534893,nan
544,fa-en,bl,zscore,-0.20984705319127242,3,nan,-0.1364610572061426,nan,nan,-1.1991570549025676,nan,0.706076952534893,nan
545,fa-en,bl,zscore,-0.9035583243265424,3,nan,-0.04665354711810342,nan,nan,-2.5228128959657394,nan,-0.14120852989578456,nan
546,fa-en,bl,zscore,-0.5391412568474161,3,nan,-1.1243436681745738,nan,nan,-1.1991570549025676,nan,0.706076952534893,nan
547,fa-en,bl,zscore,-0.8520872645967371,3,nan,-1.4386699534827108,nan,nan,-1.6203202770590313,nan,0.5027284367515303,nan
548,fa-en,bl,zscore,-0.2930945840872859,3,nan,-1.3488624433946717,nan,nan,-0.23649826140207905,nan,0.706076952534893,nan
549,fa-en,bl,zscore,0.24692848124796685,3,nan,-0.45078734251427977,nan,nan,0.4854958337232873,nan,0.706076952534893,nan
550,fa-en,bl,zscore,0.6857910853216556,3,nan,0.9861328188943472,nan,nan,0.3651634845357263,nan,0.706076952534893,nan
551,fa-en,bl,zscore,0.6456803022591351,3,nan,0.9861328188943472,nan,nan,0.2448311353481652,nan,0.706076952534893,nan
552,fa-en,bl,zscore,0.6705286657718945,3,nan,1.120844084026406,nan,nan,0.18466496075438465,nan,0.706076952534893,nan
553,fa-en,bl,zscore,0.29574170466822247,3,nan,0.35748024827807295,nan,nan,-0.17633208680829854,nan,0.706076952534893,nan
554,fa-en,bl,zscore,0.47026925166104716,3,nan,0.9412290638503277,nan,nan,-0.23649826140207905,nan,0.706076952534893,nan
555,fa-en,bl,zscore,0.22997426026107107,3,nan,-0.1364610572061426,nan,nan,0.42532965912950677,nan,0.40105417885984906,nan
556,fa-en,bl,zscore,0.1861733042506775,3,nan,-0.09155730216212302,nan,nan,-0.05599973762073746,nan,0.706076952534893,nan
557,fa-en,bl,zscore,0.07463067006609252,3,nan,0.31257649323405334,nan,nan,0.42532965912950677,nan,-0.5140141421652826,nan
558,fa-en,bl,zscore,-1.1927126533717523,3,nan,-1.1692474232185932,nan,nan,-1.8609849754341534,nan,-0.5479055614625098,nan
559,fa-en,bl,zscore,0.7914500173629645,3,nan,0.7616140436742493,nan,nan,0.906659055879751,nan,0.706076952534893,nan
560,fa-en,bl,zscore,-0.12589652538714036,3,nan,-0.3609798324262406,nan,nan,0.12449878616060413,nan,-0.14120852989578456,nan
561,fa-en,bl,zscore,0.29212673749374085,3,nan,-0.4956910975582994,nan,nan,0.6659943575046289,nan,0.706076952534893,nan
