SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26
12,ko-en,bl,10,1.3821135241558467,0.5321211636756393,0.9678219606219143,1.8926817941427936,0.6333843028343824,0.8475665377361776,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.1421546730493666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
13,ko-en,bl,10,1.4128486853595164,0.48537871337899274,1.0847857350746162,1.8926817941427936,0.6712708217124096,0.5127369915449714,nan,1.0647482856814106,nan,0.601073916351045,nan,0.9698216878477972,0.6926088041039283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14,ko-en,bl,10,0.9825564285081421,0.48537871337899274,0.7923762989428614,1.8926817941427936,-0.23800563136024308,0.7040681607970893,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.217078984540273,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
15,ko-en,bl,10,1.1054970733228204,0.48537871337899274,0.9678219606219143,1.8926817941427936,0.747043859468464,0.7519009531101187,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.1796168287948197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16,ko-en,bl,10,-1.322580661767077,0.5321211636756393,-1.1960078667530711,-0.4127964355275154,-1.3367146788230317,-0.5395844393416767,nan,0.7095647833378849,nan,-1.8941154255003232,nan,-1.3484845506826377,0.43037371388575596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
17,ko-en,bl,10,-1.2918455005634073,0.2984089121924066,-1.1667669231398956,-0.4883858856806403,-0.38955170687235186,-0.7309156085937946,nan,-0.1945386771729082,nan,-1.4203452973006963,nan,-0.11777876973438214,0.35544940239484957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
18,ko-en,bl,10,-1.2918455005634073,-0.9168947955204031,-0.9620803178476673,-0.8285384113697022,-1.3746011977010588,-0.9700795701589419,nan,-0.6465904074283048,nan,-1.5782686733672386,nan,-1.6919373267612208,0.05575215643122408,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
19,ko-en,bl,10,-0.000968730009284706,0.5321211636756393,-0.6111889944895615,1.1745820176881072,-0.35166518799432467,0.17790744535376524,nan,1.0647482856814106,nan,0.7589972924175873,nan,0.9698216878477972,1.1421546730493666,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20,ko-en,bl,10,1.1054970733228204,0.48537871337899274,1.0847857350746162,1.8926817941427936,0.5954977839563552,0.3692386146058831,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.1796168287948197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
21,ko-en,bl,10,-1.3533158229707465,0.48537871337899274,-0.9620803178476673,1.8926817941427936,-1.1472820844328957,-0.2525876854634999,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,0.35544940239484957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,ko-en,bl,10,0.244912559620072,0.48537871337899274,-0.02637012222605199,-0.8663331364462646,-0.35166518799432467,0.03440906841467685,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.6836110411156447,0.39291155814030276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,ko-en,bl,10,-1.322580661767077,-1.0103796961136962,-1.2252488103662467,-0.7907436862931398,-1.4124877165790861,-1.0657451547850008,nan,-0.09767044926103753,nan,-1.8941154255003232,nan,-1.6060741327415748,-0.6934909584778397,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,ko-en,bl,10,1.0747619121191507,0.48537871337899274,0.821617242556037,1.8926817941427936,0.2924056329321376,0.13007465304073576,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.1046925173039133,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,ko-en,bl,10,0.6444696552677767,0.48537871337899274,0.5876896936506331,0.4942769663099832,-0.38955170687235186,0.17790744535376524,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.1796168287948197,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,ko-en,bl,10,1.4435838465631858,0.5321211636756393,0.9678219606219143,1.8926817941427936,0.6712708217124096,0.5127369915449714,nan,1.0647482856814106,nan,0.8537513180575126,nan,0.9698216878477972,1.254541140285726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,ko-en,bl,10,-0.8308180825083635,0.3918938127856997,0.5292078064242821,0.5698664164631081,-0.16223259360418868,-0.10908930852441154,nan,0.96788005776954,nan,0.8537513180575126,nan,0.9698216878477972,0.6551466483584751,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,ko-en,bl,10,-0.36979066445331976,0.48537871337899274,-0.757393712555439,1.0234031173818574,-1.185168603310923,0.03440906841467685,nan,0.4835389182101866,nan,0.6642432667776619,nan,0.9698216878477972,0.7675331155948347,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,ko-en,bl,10,0.4600586880457591,0.48537871337899274,-0.9035984306213164,1.2501714678412321,-1.2609416410669774,-0.3482532700895588,nan,0.96788005776954,nan,0.601073916351045,nan,0.9698216878477972,0.8799195828311942,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,ko-en,bl,10,0.1834422372127328,0.48537871337899274,-0.9620803178476673,1.4013503681474817,-0.2758921502382703,-0.06125651621138207,nan,1.0647482856814106,nan,0.7905819676308957,nan,0.9698216878477972,0.5802223368675687,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,ko-en,bl,10,-0.6771422764900156,0.48537871337899274,-0.9328393742344918,1.4391450932240442,-1.3367146788230317,-0.5395844393416767,nan,0.1929342344745745,nan,0.537904565924428,nan,0.9698216878477972,0.43037371388575596,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,ko-en,bl,10,-1.0766993721377203,0.48537871337899274,-0.9620803178476673,-0.5639753358337651,-1.3367146788230317,-0.778748400906824,nan,0.3220918716904021,nan,0.6326585915643534,nan,0.25429507101741605,-0.019172155059682297,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,ko-en,bl,10,1.0440267509154812,0.859318315752165,0.704653468103335,1.8926817941427936,1.0880225293707086,0.17790744535376524,nan,nan,nan,0.37998118985788576,nan,0.9698216878477972,0.09321431217667726,-0.7657313915099915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,ko-en,bl,10,-1.1074345333413897,-1.4310617487835149,-1.3422125848189486,-0.4127964355275154,-0.2001191124822159,-0.20475489315047046,nan,nan,nan,-1.5150993229406216,nan,-0.48985261048618034,0.5802223368675687,-1.6083949834348026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,ko-en,bl,10,1.5357893301741947,0.5321211636756393,1.1140266786877917,1.8926817941427936,1.0880225293707086,1.086730499301325,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.254541140285726,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,ko-en,bl,10,0.09123675360172405,0.48537871337899274,0.821617242556037,1.4769398183006066,1.0880225293707086,-0.30042047777652936,nan,nan,nan,0.4431505402845027,nan,0.9698216878477972,0.6176844926130219,-0.5623298348384854,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,ko-en,bl,10,1.5357893301741947,0.48537871337899274,0.9970629042350898,1.8926817941427936,1.0880225293707086,0.5605697838580009,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.1046925173039133,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,ko-en,bl,10,1.5357893301741947,0.48537871337899274,1.2309904531404936,1.8926817941427936,1.0880225293707086,0.5605697838580009,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.217078984540273,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,ko-en,bl,10,0.39858836563841993,0.5321211636756393,0.03211176500029897,0.9478136672287325,-0.23800563136024308,-0.013423723898352611,nan,nan,nan,0.0009650872981842954,nan,0.48326358840313804,-0.16902077804149507,-2.0442554620166016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,ko-en,bl,10,-0.646407115286346,-3.020305058869497,0.704653468103335,1.8926817941427936,0.5954977839563552,-0.3960860624025883,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.0672303615584602,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,ko-en,bl,10,1.5665244913778642,0.48537871337899274,1.1432676223009672,1.8926817941427936,1.0880225293707086,0.8953993300492071,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.1796168287948197,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,ko-en,bl,10,1.5665244913778642,0.48537871337899274,1.1432676223009672,1.8926817941427936,1.0880225293707086,1.1345632916143544,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.217078984540273,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,ko-en,bl,10,0.09123675360172405,-1.1973494973002823,-0.4649842764236842,1.7037081687599813,0.6333843028343824,0.41707140691891254,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,0.35544940239484957,0.1350469308923927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,ko-en,bl,10,-1.168904855748729,-1.8517438014533336,-0.8158755997817899,-0.2994122602978281,-1.2988281599450044,-0.3482532700895588,nan,nan,nan,0.06413443772480121,nan,-1.1767581626433463,-1.1804989831687311,-1.9861407315390283,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,ko-en,bl,10,1.5357893301741947,-0.07553069018076558,0.821617242556037,1.8926817941427936,0.6712708217124096,-0.156922100837441,nan,nan,nan,-0.156958288768358,nan,0.9698216878477972,1.0672303615584602,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,ko-en,bl,10,0.7366751388787853,0.15818156130246705,0.1198345958398254,1.2879661929177946,-0.3137786691162975,-0.3482532700895588,nan,nan,nan,-0.47280504090144254,nan,0.25429507101741605,-1.1804989831687311,-1.724624444389949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,ko-en,bl,10,1.5357893301741947,0.2984089121924066,1.0555447914614409,1.8926817941427936,1.0880225293707086,0.464904199231942,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.1421546730493666,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,ko-en,bl,10,-0.062439052416623876,0.48537871337899274,-0.8743574870081409,1.7037081687599813,0.6712708217124096,0.08224186072770631,nan,nan,nan,0.8537513180575126,nan,0.3115372003638465,1.1046925173039133,-2.015198096777815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,ko-en,bl,10,0.09123675360172405,0.48537871337899274,0.17831648306617637,1.1367872926115448,-1.1472820844328957,-0.06125651621138207,nan,nan,nan,0.8537513180575126,nan,-0.8333053865647633,-0.24394508953240143,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,ko-en,bl,10,0.36785320443475034,0.34515136248905315,-0.26029767113145585,1.5525292684537315,-0.23800563136024308,-0.20475489315047046,nan,nan,nan,0.12730378815141813,nan,-0.8905475159111937,0.39291155814030276,-1.7536818096287354,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,ko-en,bl,10,-0.646407115286346,-2.1321985032332127,-0.8743574870081409,1.6659134436834189,-1.980785499749494,-0.44391885471561776,nan,nan,nan,0.09571911293810967,nan,-1.0622739039504854,-1.143036827423278,-1.3178213310469367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,ko-en,bl,10,1.5357893301741947,0.48537871337899274,-0.3187795583578068,1.6281187186068564,-0.42743822575037904,-0.013423723898352611,nan,nan,nan,0.8537513180575126,nan,-0.7760632572183328,0.9548438943221006,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,ko-en,bl,10,-0.646407115286346,-1.8517438014533336,-0.8451165433949654,-0.07264390983845341,-1.3746011977010588,-0.3960860624025883,nan,nan,nan,0.2852271642179604,nan,0.3401582650370618,-1.2554232946596375,-1.782739174867522,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,ko-en,bl,10,1.5357893301741947,0.48537871337899274,1.1432676223009672,1.8926817941427936,1.0880225293707086,0.6084025761710303,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.1046925173039133,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,ko-en,bl,10,1.5357893301741947,0.48537871337899274,1.1725085659141428,1.8926817941427936,1.0880225293707086,0.13007465304073576,nan,nan,nan,0.8537513180575126,nan,0.6836110411156447,1.1046925173039133,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,ko-en,bl,10,0.4907938492494287,0.3918938127856997,0.17831648306617637,-0.9041278615228271,-0.2758921502382703,0.17790744535376524,nan,nan,nan,0.8537513180575126,nan,0.11118974765133982,1.0672303615584602,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,ko-en,bl,10,0.8903509448971333,-1.6647740002667475,0.1490755394530009,0.9478136672287325,-0.2001191124822159,-1.6397386625413544,nan,nan,nan,0.4431505402845027,nan,0.9698216878477972,-0.056634310805135486,0.04787483517603293,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,ko-en,bl,10,-1.168904855748729,0.3918938127856997,0.5584487500374576,0.4942769663099832,-0.2758921502382703,-0.5874172316547062,nan,nan,nan,0.8537513180575126,nan,-0.28950515777367364,0.9173817385766474,-0.6785592957936317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,ko-en,bl,10,-0.43126098686065895,-1.5712890996734545,-0.5234661636500352,-0.4127964355275154,-1.2609416410669774,-0.20475489315047046,nan,nan,nan,-0.4096356904748256,nan,-0.7474421925451176,0.09321431217667726,-1.230649235330577,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,ko-en,bl,10,-1.3533158229707465,-0.4027278422572913,-0.7281527689422636,-0.9041278615228271,-0.35166518799432467,-0.6830828162807651,nan,nan,nan,-1.0097445195276864,nan,-1.5202109387219291,-1.2179611389141844,-1.8989686358226685,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,ko-en,bl,10,1.2591728793411683,0.5321211636756393,0.03211176500029897,1.5525292684537315,0.557611265078328,0.41707140691891254,nan,nan,nan,0.5063198907111196,nan,0.9698216878477972,0.9923060500675538,0.6871368704293378,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,ko-en,bl,10,-1.0459642109340506,0.4386362630823462,0.2660393139057028,0.5698664164631081,-0.23800563136024308,-0.30042047777652936,nan,nan,nan,0.19047313857803505,nan,-1.2340002919897768,0.16813862366758364,-0.01023989530154025,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,ko-en,bl,10,-0.15464453602763265,-0.16901559077405864,0.17831648306617637,0.645455866616233,-0.2758921502382703,-0.3960860624025883,nan,nan,nan,0.4431505402845027,nan,-1.0908949686237006,0.9548438943221006,-0.6785592957936317,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,ko-en,bl,10,-0.6771422764900156,0.20492401159911358,-0.37726144558415775,-0.11043863491501585,-1.2988281599450044,-1.1614107394110598,nan,nan,nan,0.601073916351045,nan,-1.5202109387219291,-0.056634310805135486,-1.085362409136644,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,ko-en,bl,10,-0.8922884049157027,-0.2625004913673517,0.17831648306617637,0.9478136672287325,-1.3367146788230317,0.03440906841467685,nan,nan,nan,0.032549762511492754,nan,-1.1767581626433463,0.842457427085741,-1.3178213310469367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,ko-en,bl,10,1.1054970733228204,-0.16901559077405864,1.0263038478482653,1.8926817941427936,0.6333843028343824,0.08224186072770631,nan,nan,nan,0.8537513180575126,nan,0.7694742351352905,1.1046925173039133,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,ko-en,bl,10,1.5357893301741947,0.48537871337899274,1.0847857350746162,1.8926817941427936,1.0880225293707086,0.5605697838580009,nan,nan,nan,0.8537513180575126,nan,0.9698216878477972,1.254541140285726,0.8614810618620574,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,ko-en,bl,10,0.4293235268420895,0.20492401159911358,0.17831648306617637,1.2123767427646697,-1.22305512218895,0.13007465304073576,nan,nan,nan,0.8537513180575126,nan,0.05394761830490934,0.3179872466493964,-1.4631081572408697,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,ko-en,bl,10,-0.15464453602763265,-1.5712890996734545,-0.9035984306213164,-0.11043863491501585,-1.22305512218895,0.03440906841467685,nan,nan,nan,0.0009650872981842954,nan,-0.8905475159111937,-1.2554232946596375,-1.28876396580815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,ko-en,bl,10,-1.322580661767077,-2.506138105606385,-1.2837306975925977,-0.18602808506814072,-2.0186720186275213,-0.2525876854634999,nan,nan,nan,-0.25171231440828334,nan,-0.575715804505826,-1.2179611389141844,-1.6083949834348026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,ko-en,bl,10,0.9518212673044725,0.4386362630823462,0.5584487500374576,0.34309806600373344,1.0880225293707086,0.9432321223622366,1.0813577044038833,nan,nan,nan,nan,nan,0.3179872466493964,nan,nan,nan,nan,nan,nan,nan,1.3974627748464088,nan,1.0868193708437557,nan,nan,nan
72,ko-en,bl,10,0.9825564285081421,0.15818156130246705,1.0847857350746162,-0.5261806107572027,-0.23800563136024308,0.13007465304073576,-0.11328199536220973,nan,nan,nan,nan,nan,-0.3937937125142142,nan,nan,nan,nan,nan,nan,nan,0.5700698918408822,nan,0.4594144327845368,nan,nan,nan
73,ko-en,bl,10,1.0132915897118115,-0.21575804107070518,-0.02637012222605199,0.1163297155443588,-0.3137786691162975,0.17790744535376524,-1.1993180860586579,nan,nan,nan,nan,nan,0.05575215643122408,nan,nan,nan,nan,nan,nan,nan,1.3338171684613682,nan,-0.011139270759877305,nan,nan,nan
74,ko-en,bl,10,0.8903509448971333,-1.2908343978935752,-0.9035984306213164,-0.9419225865993895,-1.2988281599450044,-0.2525876854634999,-1.5975313193140224,nan,nan,nan,nan,nan,-1.367809761895997,nan,nan,nan,nan,nan,nan,nan,-0.6391966294748874,nan,-0.5339767191425596,nan,nan,nan
75,ko-en,bl,10,1.0747619121191507,-1.2908343978935752,1.1725085659141428,0.1163297155443588,1.0880225293707086,0.9432321223622366,1.0451565013806683,nan,nan,nan,nan,nan,0.43037371388575596,nan,nan,nan,nan,nan,nan,nan,1.3974627748464088,nan,1.0868193708437557,nan,nan,nan
76,ko-en,bl,10,1.1669673957301596,-0.21575804107070518,0.9385810170087389,-0.7907436862931398,-0.23800563136024308,1.0388977069882954,1.189961313473528,nan,nan,nan,nan,nan,0.9548438943221006,nan,nan,nan,nan,nan,nan,nan,1.3974627748464088,nan,0.6424075397184756,nan,nan,nan
77,ko-en,bl,10,-0.8000829213046939,-0.4494702925539378,-1.1960078667530711,-1.5466381878243887,-1.3746011977010588,-0.156922100837441,-1.5613301162908073,nan,nan,nan,nan,nan,-1.6675070078596226,nan,nan,nan,nan,nan,nan,nan,-0.1300317783945634,nan,-0.8738210605913032,nan,nan,nan
78,ko-en,bl,10,0.8903509448971333,-0.21575804107070518,0.9970629042350898,0.15412444062092123,0.6333843028343824,0.7040681607970893,0.9003516892878086,nan,nan,nan,nan,nan,0.6551466483584751,nan,nan,nan,nan,nan,nan,nan,1.429285578038929,nan,0.4332725603654027,nan,nan,nan
79,ko-en,bl,10,-0.8922884049157027,-0.4962127428505843,0.47072591919793116,-0.7907436862931398,-2.2459911318956842,-0.3960860624025883,-1.6337325223372372,nan,nan,nan,nan,nan,-2.0795907210596076,nan,nan,nan,nan,nan,nan,nan,-1.212007086940252,nan,-1.527367871069656,nan,nan,nan
80,ko-en,bl,10,-0.7078774376936852,-0.16901559077405864,-0.9913212614608429,-0.4883858856806403,0.25451911405411043,-0.30042047777652936,-1.0907144769890131,nan,nan,nan,nan,nan,-1.6675070078596226,nan,nan,nan,nan,nan,nan,nan,0.09272784395307837,nan,-1.1613816572017786,nan,nan,nan
81,ko-en,bl,10,0.27564772082374156,-0.35598539196064477,0.9385810170087389,0.8344294919990451,-0.2758921502382703,-0.10908930852441154,-1.126915680012228,nan,nan,nan,nan,nan,0.35544940239484957,nan,nan,nan,nan,nan,nan,nan,-0.00274056562448239,nan,0.09342821891665916,nan,nan,nan
82,ko-en,bl,10,1.197702556933829,-0.16901559077405864,0.9678219606219143,1.5525292684537315,1.0880225293707086,-0.5395844393416767,-0.9821108679193683,nan,nan,nan,nan,nan,0.9548438943221006,nan,nan,nan,nan,nan,nan,nan,0.9837663333436455,nan,-0.06342301559814553,nan,nan,nan
83,ko-en,bl,10,1.0747619121191507,-0.4027278422572913,1.1140266786877917,1.4769398183006066,1.0880225293707086,0.5127369915449714,0.32113244091636955,nan,nan,nan,nan,nan,1.029768205813007,nan,nan,nan,nan,nan,nan,nan,1.3974627748464088,nan,1.0868193708437557,nan,nan,nan
84,ko-en,bl,10,1.3821135241558467,0.4386362630823462,0.9970629042350898,0.985608392305295,0.557611265078328,0.464904199231942,0.21252883184672475,nan,nan,nan,nan,nan,0.5802223368675687,nan,nan,nan,nan,nan,nan,nan,1.1428803493062467,nan,1.0868193708437557,nan,nan,nan
85,ko-en,bl,10,0.4293235268420895,-1.4310617487835149,0.0028708213871234895,-0.979717311675952,0.21663259517608324,0.5127369915449714,1.0813577044038833,nan,nan,nan,nan,nan,0.3179872466493964,nan,nan,nan,nan,nan,nan,nan,0.9837663333436455,nan,-0.2986998673703526,nan,nan,nan
86,ko-en,bl,10,0.8596157836934637,-1.7582589008600407,-0.5527071072632106,-0.45059116060407783,-0.12434607472616149,-0.5874172316547062,-0.40289161954792924,nan,nan,nan,nan,nan,-0.056634310805135486,nan,nan,nan,nan,nan,nan,nan,0.4109558758782809,nan,-0.167990505274682,nan,nan,nan
87,ko-en,bl,10,-0.8308180825083635,-1.1506070470036358,-1.5176582464980015,-0.8663331364462646,-1.2988281599450044,-0.2525876854634999,-0.4752940255943591,nan,nan,nan,nan,nan,-0.5436423354960269,nan,nan,nan,nan,nan,nan,nan,0.12455064714559862,nan,-1.527367871069656,nan,nan,nan
