SEGID,LANGPAIR,ANNOTYPE,NUMANNOT,ANNOTATOR_01,ANNOTATOR_02,ANNOTATOR_03,ANNOTATOR_04,ANNOTATOR_05,ANNOTATOR_06,ANNOTATOR_07,ANNOTATOR_08,ANNOTATOR_09,ANNOTATOR_10,ANNOTATOR_11,ANNOTATOR_12,ANNOTATOR_13,ANNOTATOR_14,ANNOTATOR_15,ANNOTATOR_16,ANNOTATOR_17,ANNOTATOR_18,ANNOTATOR_19,ANNOTATOR_20,ANNOTATOR_21,ANNOTATOR_22,ANNOTATOR_23,ANNOTATOR_24,ANNOTATOR_25,ANNOTATOR_26
21,ko-en,ad,10,-0.7851759232173343,0.7493205157108758,-0.22036665943538017,-0.19226007783972573,-0.6160533396843567,-0.1730589718785127,nan,-0.8932837793141358,nan,0.9442378893154683,nan,-0.32392042796259035,0.1492065348919175,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
22,ko-en,ad,10,-0.31812693730568636,-1.051089672816229,0.03584415851694738,-0.6145732752214376,0.7231469495090037,0.5738972958383453,nan,-0.4356095168711758,nan,0.9442378893154683,nan,-0.0666350594665901,0.6726757623170225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
23,ko-en,ad,10,-0.9019381696952462,-1.6112172870246613,-1.1028705879378418,-1.564777969330289,-1.4131963689661189,-0.5216385634797132,nan,-1.3182670230111702,nan,-1.5671288515712394,nan,-1.1243637966168134,-0.6534462804932436,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
24,ko-en,ad,10,1.5500690063409053,1.2294298993181036,1.3738339856013246,1.9544986755173093,1.3608613729344134,0.7232885493817168,nan,1.4277785516465902,nan,0.9442378893154683,nan,1.5914262041743006,0.9867572987720856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
25,ko-en,ad,10,1.6084501295798612,0.5492749392078642,1.231494642294476,1.2858361129962654,0.6593755071664628,0.5241002113238881,nan,1.0681773454414074,nan,0.9442378893154683,nan,-0.6097930596248129,1.0565531957620997,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
26,ko-en,ad,10,0.26568429508387353,0.38923847800545486,1.3738339856013246,-1.353621370639433,0.40428973779629884,0.4743031268094309,nan,1.002795307949556,nan,0.9442378893154683,nan,-1.2673001124479246,1.1961449897421277,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
27,ko-en,ad,10,0.0029692405085715735,0.5892840545084665,0.0643120271783171,1.4969927116871213,0.4361754589675694,0.12572353520823046,nan,1.0681773454414074,nan,0.9442378893154683,nan,-0.2953331647963681,0.9169614017820716,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
28,ko-en,ad,10,0.032159802128049565,0.8693478616126827,0.9752838243421484,0.8283301491660777,-0.7435962243694387,0.4743031268094309,nan,0.6105030829984472,nan,0.2151314161548112,nan,-0.38109495429503487,0.1143085863969105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
29,ko-en,ad,10,-0.1721741292082964,0.6693022851096712,-0.19189879077401045,0.5467880175782699,-0.42473901265673386,-0.37224730993634153,nan,1.002795307949556,nan,0.2151314161548112,nan,-0.6097930596248129,0.7075737108120296,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
30,ko-en,ad,10,-0.055411882730384415,-1.2111261340186381,-0.7897240326627748,-0.5441877423244855,-1.4450820901373895,-1.1192035776531994,nan,0.643194101744373,nan,-0.865026321860977,nan,-0.8956656912870354,0.2887983288719455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
31,ko-en,ad,10,0.9078766507123894,-0.9710714422150242,0.9468159556807787,1.9544986755173093,-0.6160533396843567,0.4743031268094309,nan,1.4277785516465902,nan,0.9442378893154683,nan,0.848157361852522,0.9518593502770786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
32,ko-en,ad,10,-0.2889363756862084,-1.3311534799204452,-0.3057702654194894,0.9691012149599817,0.021661083741052998,-0.2726531409074271,nan,1.4277785516465902,nan,0.8092181720634948,nan,-0.20957137529770137,0.2539003803769385,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
33,ko-en,ad,10,-0.9311287313147243,0.2692111321036479,0.4343943197761236,1.2506433465477895,-0.6479390608556272,-0.12326188736405552,nan,nan,nan,0.9442378893154683,nan,-0.2953331647963681,0.3236962773669525,0.8832713927758039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
34,ko-en,ad,10,-0.9603192929342023,-1.1711170187180358,-0.8751276386468839,-0.6849588081183895,1.0101184400504382,-0.8702181550809135,nan,nan,nan,-1.7561564557240024,nan,-1.0957765334505911,-1.5258949928684187,0.665592741380437,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
35,ko-en,ad,10,1.7835934992967293,1.389466360520513,1.6015769348922826,1.9544986755173093,1.3608613729344134,0.8228827184106312,nan,nan,nan,0.9442378893154683,nan,1.5628389410080783,1.1961449897421277,1.2097893698688544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
36,ko-en,ad,10,-0.5516514302615103,-1.051089672816229,1.1745589049717367,-1.1776575383970533,0.37240401662502837,-1.716768591826686,nan,nan,nan,-0.7570105480593982,nan,0.9053318881849665,0.2887983288719455,0.09418628146759873,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
37,ko-en,ad,10,1.7835934992967293,-1.2911443646198428,1.5731090662309128,1.9544986755173093,1.3608613729344134,0.7232885493817168,nan,nan,nan,0.9442378893154683,nan,1.5628389410080783,1.0565531957620997,1.2369992012932753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
38,ko-en,ad,10,1.0246388971903013,-1.051089672816229,0.9468159556807787,-0.016296245597345826,-0.6798247820268978,-0.023667718335141127,nan,nan,nan,0.9442378893154683,nan,-0.15239684896525685,0.2190024318819315,1.2369992012932753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,ko-en,ad,10,0.9954483355708234,0.9093569769132851,1.345366116939955,0.018896520851130156,-0.6798247820268978,0.4245060422949737,nan,nan,nan,-1.0270499825633452,nan,-0.9242529544532577,0.2539003803769385,-0.8309479869627108,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
40,ko-en,ad,10,-1.0770815394121143,-1.6112172870246613,-1.1028705879378418,-1.564777969330289,-1.8277107441926352,-1.8661598453700574,nan,nan,nan,-1.4321091343192658,nan,-1.2673001124479246,-1.6654867868484466,-0.9397873126603943,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
41,ko-en,ad,10,-0.7559853615978563,0.38923847800545486,-0.8751276386468839,-0.6497660416699135,-1.4450820901373895,0.07592645069377327,nan,nan,nan,0.9442378893154683,nan,-0.5526185332923684,-0.5487524350082226,-0.7493184926894482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
42,ko-en,ad,10,1.5208784447214272,1.1094025534162968,1.5161733289081734,1.1450650472023616,1.0420041612217086,1.0718681409829172,nan,nan,nan,0.9442378893154683,nan,1.1340299935147444,1.1263490927521136,0.5023337528339118,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
43,ko-en,ad,10,-0.5224608686420323,-1.811262863527673,-0.3627060027422288,0.6171735504752218,-1.47696781130866,-0.12326188736405552,nan,nan,nan,0.10711564235323238,nan,-0.5526185332923684,0.1143085863969105,-0.9669971440848152,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
44,ko-en,ad,10,-0.7851759232173343,-0.45095294330719393,-0.7327882953400353,1.0746795143054095,-0.6798247820268978,-0.37224730993634153,nan,nan,nan,-0.784014491509793,nan,-0.9814274807857022,0.2190024318819315,-0.5316398412940813,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
45,ko-en,ad,10,1.7835934992967293,0.7493205157108758,1.231494642294476,1.9544986755173093,0.8506898341940857,0.5241002113238881,nan,nan,nan,0.26913930305560063,nan,1.5914262041743006,0.9518593502770786,1.2097893698688544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
46,ko-en,ad,10,-0.6392231151199443,-0.33092559740538696,0.40592645111475384,1.5673782445840734,1.3608613729344134,-0.07346480284959833,nan,nan,nan,-1.324093360517687,nan,-0.2667459016301459,-0.23467089855315956,-0.3139611898987143,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
47,ko-en,ad,10,1.4333067598629934,0.6292931698090688,1.032219561664888,1.0746795143054095,1.3608613729344134,0.5738972958383453,nan,nan,nan,0.9442378893154683,nan,0.4193484143591882,1.0565531957620997,0.5295435842583327,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
48,ko-en,ad,10,-0.7851759232173343,-2.1313357859324915,-0.3627060027422288,-1.2128503048455292,-0.7435962243694387,-0.2726531409074271,nan,nan,nan,0.26913930305560063,nan,-0.5240312701261461,0.35859422586195955,-0.7493184926894482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
49,ko-en,ad,10,-0.25974581406673036,0.7093114004102735,1.0037516930035182,1.9544986755173093,-0.5841676185130863,0.4743031268094309,nan,nan,nan,0.9442378893154683,nan,-0.5240312701261461,0.2887983288719455,0.8832713927758039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
50,ko-en,ad,10,-0.2305552524472524,-1.1711170187180358,-0.5335132147104472,-0.36822391008210564,-0.5203961761705453,-0.1730589718785127,nan,nan,nan,0.5661826810099424,nan,-0.5526185332923684,-0.4789565380182086,-0.6676889984161856,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
51,ko-en,ad,10,-0.8727476080757682,-1.051089672816229,-0.4196417400649683,1.0746795143054095,-0.8711391090545206,-0.6212327325086275,nan,nan,nan,-1.243081530166503,nan,-1.0386020071181468,0.2539003803769385,-0.7765283241138691,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
52,ko-en,ad,10,1.7252123760577733,0.4292475933060572,1.3168982482785851,1.4969927116871213,1.0101184400504382,0.6734914648672596,nan,nan,nan,0.9442378893154683,nan,0.8767446250187443,1.0914511442571067,1.1281598755955917,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
53,ko-en,ad,10,-0.46407974540307634,0.5892840545084665,-0.3057702654194894,-0.3330311436336297,-0.13776752211529944,-0.5216385634797132,nan,nan,nan,-0.7570105480593982,nan,0.24782483536185468,-0.09507910457313153,-0.04186287565450561,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
54,ko-en,ad,10,1.7544029376772512,1.389466360520513,1.630044803553652,1.9544986755173093,1.3608613729344134,0.9224768874395457,nan,nan,nan,0.9442378893154683,nan,1.5914262041743006,1.1961449897421277,1.2097893698688544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
55,ko-en,ad,10,1.7252123760577733,0.7493205157108758,1.345366116939955,1.9544986755173093,1.3608613729344134,0.7232885493817168,nan,nan,nan,0.9442378893154683,nan,1.5914262041743006,1.1961449897421277,1.2097893698688544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
56,ko-en,ad,10,-0.9311287313147243,0.9093569769132851,0.3489907137920144,0.9339084485115057,0.11731824725486446,0.37470895778051644,nan,nan,nan,-1.2700854736168976,nan,-0.5526185332923684,0.9169614017820716,0.7200124042292787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
57,ko-en,ad,10,-0.9019381696952462,0.6292931698090688,0.918348087019409,0.5115952511297939,0.18108968959740543,0.5738972958383453,nan,nan,nan,0.3501511334067847,nan,0.8767446250187443,-0.23467089855315956,0.2030256071652822,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
58,ko-en,ad,10,-0.6100325535004664,0.7093114004102735,-0.7612561640014051,-0.6145732752214376,0.14920396842613495,0.4743031268094309,nan,nan,nan,0.26913930305560063,nan,-0.6383803227910352,0.2190024318819315,-0.7493184926894482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
59,ko-en,ad,10,-0.5808419918809883,0.7893296310114781,-1.1028705879378418,-0.2626456107366777,0.14920396842613495,0.07592645069377327,nan,nan,nan,0.2421353596052059,nan,-0.5526185332923684,-0.06018115607812453,-0.6404791669917648,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
60,ko-en,ad,10,-0.9311287313147243,0.5092658239072618,-1.0459348506151023,-0.15706731139124977,0.053546804912323484,-0.22285605639296993,nan,nan,nan,0.5931866244603371,nan,-0.5526185332923684,-1.2816093534033697,-0.7493184926894482,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61,ko-en,ad,10,-0.34731749892516434,0.38923847800545486,0.0073762898555776515,1.0746795143054095,1.0420041612217086,0.7232885493817168,nan,nan,nan,0.9442378893154683,nan,0.8767446250187443,0.9169614017820716,0.9376910556246457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
62,ko-en,ad,10,-0.6684136767394223,-0.33092559740538696,-1.1313384565992115,-0.40341667653058166,-1.3175392054523074,-0.2726531409074271,nan,nan,nan,-0.7300066046090035,nan,-0.5240312701261461,0.2887983288719455,-0.20512186420103082,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
63,ko-en,ad,10,-0.9311287313147243,0.4292475933060572,-0.7897240326627748,0.37082418533588996,0.9782327188791676,0.4245060422949737,nan,nan,nan,-0.05490801834913585,nan,0.848157361852522,0.42839012285197353,0.28465510143854483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
64,ko-en,ad,10,0.0029692405085715735,-1.2111261340186381,0.4628621884374933,1.3210288794447416,-0.13776752211529944,0.07592645069377327,nan,nan,nan,0.6201905679107318,nan,-0.5812057964585906,0.3236962773669525,-0.6948988298406065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
65,ko-en,ad,10,-0.055411882730384415,-1.0910987881168313,0.49133005709886307,0.5819807840267459,0.2767468531112169,0.5241002113238881,nan,nan,nan,0.8362221155138895,nan,-0.4382694806274794,0.39349217435696654,-0.6132693355673439,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
66,ko-en,ad,10,1.5500690063409053,0.4292475933060572,1.4592375915854339,1.9544986755173093,1.3608613729344134,0.4245060422949737,nan,nan,nan,0.9442378893154683,nan,1.2197917830134113,1.0216552472670926,1.2369992012932753,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67,ko-en,ad,10,1.7544029376772512,1.3494572452199107,1.544641197569543,1.9544986755173093,1.3608613729344134,0.5738972958383453,nan,nan,nan,0.9442378893154683,nan,1.5914262041743006,1.1961449897421277,0.7200124042292787,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
68,ko-en,ad,10,1.1414011436682134,0.8693478616126827,1.146091036310367,1.2154505800993136,0.8188041130228152,0.5738972958383453,nan,nan,nan,0.9442378893154683,nan,0.8767446250187443,0.5330839683369946,0.28465510143854483,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
69,ko-en,ad,10,-0.46407974540307634,-0.8110349810126148,0.0643120271783171,-0.6145732752214376,0.8188041130228152,0.17552061972268768,nan,nan,nan,0.7552102851627054,nan,-0.9242529544532577,0.1143085863969105,0.14860594431644047,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
70,ko-en,ad,10,-0.4932703070225543,0.6292931698090688,-0.8751276386468839,-0.2626456107366777,0.21297541076867593,0.37470895778051644,nan,nan,nan,-0.5679829439066353,nan,-0.4668567437937016,-0.2695688470481665,-0.28675135847429345,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,ko-en,ad,10,1.1997822669071694,0.30922024740425025,0.09277989583968684,-1.0720792390516254,0.5637183436526513,0.5241002113238881,-0.22447590648717913,nan,nan,nan,nan,nan,0.9169614017820716,nan,nan,nan,nan,nan,nan,nan,1.9207752380929213,nan,1.24225305094289,nan,nan,nan
72,ko-en,ad,10,1.1414011436682134,-0.8110349810126148,0.6621372690670814,1.4266071787901695,1.0101184400504382,-0.4220443944507987,-1.023336301683805,nan,nan,nan,nan,nan,-1.1769155079183486,nan,nan,nan,nan,nan,nan,nan,1.9537176899165447,nan,0.92231559446492,nan,nan,nan
73,ko-en,ad,10,1.3457350750045594,-0.25090736680418235,0.03584415851694738,0.335631418887414,0.6274897859951922,0.4743031268094309,-1.087245133299535,nan,nan,nan,nan,nan,0.3236962773669525,nan,nan,nan,nan,nan,nan,nan,1.8878327862692976,nan,-0.6507102332184329,nan,nan,nan
74,ko-en,ad,10,-0.31812693730568636,-0.13088002090237535,-0.07802731612853153,-0.6497660416699135,-0.5203961761705453,0.026129366179316073,-0.8635642226444799,nan,nan,nan,nan,nan,-1.2816093534033697,nan,nan,nan,nan,nan,nan,nan,-0.4510812932079764,nan,-0.864001870870413,nan,nan,nan
75,ko-en,ad,10,1.1705917052876913,0.4292475933060572,1.5161733289081734,1.9544986755173093,1.3608613729344134,1.3208535635552032,1.3412904680982076,nan,nan,nan,nan,nan,0.7075737108120296,nan,nan,nan,nan,nan,nan,nan,1.9207752380929213,nan,1.24225305094289,nan,nan,nan
76,ko-en,ad,10,1.6376406911993393,0.34922936270485255,1.4023018542626944,1.4266071787901695,0.9782327188791676,1.3706506480696605,1.724743457792588,nan,nan,nan,nan,nan,1.1961449897421277,nan,nan,nan,nan,nan,nan,nan,1.9866601417401684,nan,1.24225305094289,nan,nan,nan
77,ko-en,ad,10,-0.4932703070225543,0.1091746709012386,-0.9320633759696234,-0.5441877423244855,0.5637183436526513,-0.7706239860519991,-0.5440200645658295,nan,nan,nan,nan,nan,0.3236962773669525,nan,nan,nan,nan,nan,nan,nan,0.8007318760897195,nan,-0.7840175067509205,nan,nan,nan
78,ko-en,ad,10,1.2873539517656034,0.7893296310114781,1.5161733289081734,1.9544986755173093,1.3608613729344134,0.6734914648672596,1.6288802103689928,nan,nan,nan,nan,nan,0.9518593502770786,nan,nan,nan,nan,nan,nan,nan,1.9207752380929213,nan,1.24225305094289,nan,nan,nan
79,ko-en,ad,10,-0.34731749892516434,0.34922936270485255,-0.6758525580172958,-0.8257298739122935,-0.16965324328656994,-0.22285605639296993,-0.3522935697186393,nan,nan,nan,nan,nan,-1.7003847353434538,nan,nan,nan,nan,nan,nan,nan,-0.08871432314811703,nan,1.24225305094289,nan,nan,nan
80,ko-en,ad,10,0.26568429508387353,0.7093114004102735,1.2030267736331062,0.5115952511297939,0.5956040648239218,-0.07346480284959833,-0.09665824325571899,nan,nan,nan,nan,nan,0.3236962773669525,nan,nan,nan,nan,nan,nan,nan,0.5042498096771073,nan,0.38908650033496983,nan,nan,nan
81,ko-en,ad,10,0.6159710345176095,0.4292475933060572,-0.19189879077401045,0.300438652438938,0.14920396842613495,0.9224768874395457,-0.22447590648717913,nan,nan,nan,nan,nan,-0.33936474403818057,nan,nan,nan,nan,nan,nan,nan,0.4383649060298602,nan,0.5757166832804523,nan,nan,nan
82,ko-en,ad,10,1.4333067598629934,0.4692567086066595,0.9468159556807787,-0.22745284428820173,0.9782327188791676,-0.023667718335141127,-0.06470382744785397,nan,nan,nan,nan,nan,1.0565531957620997,nan,nan,nan,nan,nan,nan,nan,0.5042498096771073,nan,0.8423312303454275,nan,nan,nan
83,ko-en,ad,10,0.9662577739513454,0.4292475933060572,0.4343943197761236,0.8283301491660777,1.0101184400504382,0.6236943803528024,0.7341565677487719,nan,nan,nan,nan,nan,1.0914511442571067,nan,nan,nan,nan,nan,nan,nan,1.0972139425023317,nan,1.02896141329091,nan,nan,nan
84,ko-en,ad,10,1.1997822669071694,0.4292475933060572,0.37745858245338415,0.6875590833721739,-0.4885104549992748,-0.8204210705664563,0.7341565677487719,nan,nan,nan,nan,nan,1.1612470412471205,nan,nan,nan,nan,nan,nan,nan,0.043055484146377276,nan,1.24225305094289,nan,nan,nan
85,ko-en,ad,10,1.2581633901461253,-0.9710714422150242,1.0891552989876274,0.5819807840267459,-0.5841676185130863,0.026129366179316073,1.2454272206746124,nan,nan,nan,nan,nan,0.8820634532870646,nan,nan,nan,nan,nan,nan,nan,1.5913507198566854,nan,1.24225305094289,nan,nan,nan
